sample,TCGA-A7-A0CH-11,TCGA-E9-A1RC-11,TCGA-A7-A0DB-11,TCGA-BH-A0H9-11,TCGA-BH-A0E0-11,TCGA-BH-A0HA-11,TCGA-BH-A18P-11,TCGA-E9-A1N4-11,TCGA-BH-A18U-11,TCGA-E2-A1LS-11,TCGA-AC-A2FM-11,TCGA-BH-A18M-11,TCGA-BH-A0B3-11,TCGA-BH-A0C0-11,TCGA-BH-A0H7-11,TCGA-BH-A0BM-11,TCGA-E2-A1BC-11,TCGA-BH-A0DG-11,TCGA-BH-A0B7-11,TCGA-BH-A1ET-11,TCGA-BH-A0B8-11,TCGA-E2-A15I-11,TCGA-BH-A18L-11,TCGA-BH-A0DZ-11,TCGA-E9-A1N5-11,TCGA-E9-A1N6-11,TCGA-BH-A18R-11,TCGA-BH-A1EO-11,TCGA-AC-A23H-11,TCGA-BH-A18N-11,TCGA-A7-A0CE-11,TCGA-BH-A0AY-11,TCGA-E9-A1ND-11,TCGA-BH-A1FH-11,TCGA-E9-A1RF-11,TCGA-BH-A1F0-11,TCGA-BH-A1FD-11,TCGA-AC-A2FF-11,TCGA-E2-A15K-11,TCGA-BH-A0DQ-11,TCGA-BH-A0H5-11,TCGA-E9-A1RI-11,TCGA-BH-A209-11,TCGA-E9-A1RB-11,TCGA-BH-A0DH-11,TCGA-E9-A1RD-11,TCGA-BH-A18Q-11,TCGA-BH-A0BJ-11,TCGA-E9-A1R7-11,TCGA-BH-A1FG-11,TCGA-A7-A13G-11,TCGA-BH-A0DK-11,TCGA-BH-A1FC-11,TCGA-E9-A1NG-11,TCGA-BH-A1EU-11,TCGA-BH-A0BQ-11,TCGA-GI-A2C9-11,TCGA-E9-A1NA-11,TCGA-BH-A0DV-11,TCGA-BH-A1FU-11,TCGA-BH-A1F2-11,TCGA-BH-A18V-11,TCGA-BH-A1FM-11,TCGA-BH-A0AU-11,TCGA-BH-A0BT-11,TCGA-BH-A204-11,TCGA-BH-A1FB-11,TCGA-A7-A0DC-11,TCGA-BH-A18S-11,TCGA-E2-A153-11,TCGA-BH-A1FE-11,TCGA-BH-A0BC-11,TCGA-BH-A1FR-11,TCGA-E2-A1LB-11,TCGA-BH-A1EW-11,TCGA-BH-A208-11,TCGA-E9-A1RH-11,TCGA-BH-A0BW-11,TCGA-BH-A0BS-11,TCGA-BH-A1FN-11,TCGA-BH-A0HK-11,TCGA-BH-A0AZ-11,TCGA-BH-A0DO-11,TCGA-BH-A0BA-11,TCGA-BH-A0E1-11,TCGA-BH-A1EN-11,TCGA-E2-A158-11,TCGA-E2-A15M-11,TCGA-BH-A0C3-11,TCGA-E9-A1N9-11,TCGA-GI-A2C8-11,TCGA-BH-A0DP-11,TCGA-BH-A0BV-11,TCGA-A7-A13F-11,TCGA-BH-A1F8-11,TCGA-BH-A18J-11,TCGA-BH-A1FJ-11,TCGA-BH-A203-11,TCGA-E2-A1L7-11,TCGA-BH-A1F6-11,TCGA-E2-A1LH-11,TCGA-BH-A0BZ-11,TCGA-A7-A0D9-11,TCGA-BH-A0DL-11,TCGA-BH-A0DT-11,TCGA-BH-A0DD-11,TCGA-BH-A0B2-11,TCGA-BH-A18K-11,TCGA-E2-A1IG-11,TCGA-BH-A0B5-11,TCGA-E9-A1NF-11,TCGA-A7-A13E-11,TCGA-AC-A2FB-11,TCGA-BH-A1EV-11
MAP2K4,9.5848,9.6491,9.4254,9.1538,9.9531,9.9602,9.8122,10.1188,9.8919,9.8151,9.378,9.9666,9.933,9.8351,9.3483,9.8142,9.5659,10.1625,9.9839,10.0614,9.5157,9.9489,9.6761,9.6045,9.635,9.7747,9.8782,9.6678,10.1388,9.8625,9.9631,9.7858,9.3192,9.7894,9.8162,10.0081,10.075,10.0126,9.2698,9.9873,10.023,9.8843,10.0172,9.7919,9.7124,9.9148,10.0983,10.2302,9.7907,10.6413,9.7943,10.3644,10.1139,9.6722,10.1217,10.3666,9.6716,9.5818,10.2692,9.9672,9.813,9.5273,9.9698,9.8847,10.1321,9.6814,9.911,9.9201,9.9354,10.1323,10.3632,9.9771,9.968,9.6951,10.3334,10.0364,9.7592,9.883,9.8587,10.1987,9.7733,9.9263,10.0287,9.7463,9.8956,9.8007,9.4771,9.9291,9.9829,9.888,10.6608,10.0324,9.9844,9.7406,10.0128,9.7365,10.5306,10.0044,9.7755,10.2567,10.0413,9.8816,9.8198,9.8271,10.1747,9.3437,9.7583,9.8562,9.6572,9.7332,9.4859,9.8991,9.8439,10.2724
MAP3K1,10.0011,9.6231,9.8129,8.5082,10.8167,11.4986,10.3964,12.4703,10.68,9.1933,10.0986,10.4678,11.4824,11.4529,10.4995,10.5448,9.0739,11.8997,12.1578,11.5255,9.5427,10.0305,10.3761,10.5449,11.6452,10.8254,11.2129,9.3861,10.8923,11.1366,10.4138,10.7381,9.4617,10.0398,9.7171,11.0956,11.304,11.3403,9.6329,11.6969,12.036,9.9048,11.1257,11.0277,8.9031,10.3249,11.406,11.5108,10.4689,11.757,9.448,11.339,11.1868,10.1521,11.8234,11.7388,10.3937,10.8715,11.8808,11.4863,10.4665,9.9208,10.7833,11.6575,11.3077,9.5439,11.4024,10.6246,10.9899,11.6292,12.121,10.948,10.9824,11.5186,11.6553,11.5618,9.9478,11.3321,11.426,11.5114,9.929,11.6317,11.7441,10.7746,10.8135,10.4838,9.5342,10.5618,11.652,10.9157,8.5321,11.8168,11.4539,10.7088,10.8079,10.5162,11.3587,11.1751,11.1773,10.6062,11.5487,10.7393,9.0733,11.1465,11.9657,9.4468,10.9793,11.7827,10.3458,8.4961,9.7827,10.5748,10.5527,11.4418
MDN1,9.5988,10.3772,10.2094,8.6929,9.9453,11.2417,10.7384,11.4511,11.0031,10.5154,8.5756,10.9725,11.0006,11.5207,9.9844,10.4862,9.6503,11.7074,11.5303,11.3986,10.4394,10.6519,10.4461,9.7638,11.3587,10.8239,11.4543,8.9786,10.6208,10.942,9.9007,10.2274,9.3813,9.7247,10.692,10.3064,10.2517,11.0796,9.155,11.1707,11.1465,10.4626,10.972,11.3389,9.6123,10.4871,11.2569,11.3033,10.7599,9.1985,10.6262,10.7107,9.778,10.4095,11.2396,11.0383,10.9039,11.1395,11.1772,11.6173,11.0018,8.7387,11.1831,11.5322,10.5978,10.3034,10.9015,10.4573,10.3614,10.7422,11.6006,10.4573,10.3881,11.5995,11.3055,11.5668,10.376,11.3541,10.3887,10.5359,10.2193,11.2999,11.0123,10.9955,10.7631,10.6908,10.597,10.4773,11.2952,11.0127,11.2462,10.9773,11.1831,10.6402,10.1503,11.2743,10.273,11.1989,10.613,10.6005,10.8826,10.7439,10.4297,11.1835,11.1429,10.8066,10.662,11.5832,10.762,9.966,10.4808,10.5478,10.3733,11.0102
MED12,10.2107,10.5443,10.2972,10.1039,10.4636,10.8906,10.6889,10.5642,10.5201,10.7274,9.6252,10.7399,10.4755,10.9862,10.2318,10.6613,10.4431,10.9778,10.7348,11.0846,10.5944,10.6685,10.6433,10.2505,10.8201,10.6323,10.8353,9.8772,10.5385,10.7249,10.0798,10.4219,10.0718,10.0029,10.4802,10.4142,10.3415,10.5863,10.2646,10.7338,10.6533,10.4156,10.695,10.6597,10.1067,10.5608,10.8983,10.732,10.5321,9.244,10.7776,10.4755,9.9791,10.2878,10.6762,10.6412,10.5649,10.7498,10.817,11.0552,10.9753,9.0865,10.9613,10.9544,10.7742,10.6088,10.3996,10.123,10.3068,10.6226,10.6245,10.3735,10.3467,10.9558,10.3732,10.5849,10.4203,10.66,10.5955,10.2054,10.4016,10.9703,10.7193,10.8734,10.4631,10.5781,10.5817,10.7294,11.0467,10.6681,10.2975,10.6559,10.744,10.7006,10.0015,10.6386,9.8735,10.7975,10.6858,10.5048,10.8311,10.8501,10.5374,10.8118,10.6817,10.8405,10.345,10.9912,10.755,9.9834,10.7725,10.3878,10.4491,10.4641
MEGF8,10.8483,11.2334,10.8898,10.8847,10.9988,10.1064,10.9297,10.15,10.3983,10.9743,10.3971,10.8293,10.369,10.7848,10.1673,10.3871,10.7903,10.5548,10.3989,10.3555,11.2671,10.2601,10.8517,10.7831,11.1554,10.5564,10.5155,10.3415,9.4036,10.8645,10.9273,10.2058,10.8714,9.5605,9.6809,10.1823,9.6144,10.8334,10.6904,10.7569,10.7191,10.5725,9.8679,10.2743,11.0563,11.0065,10.5108,10.6448,10.9391,7.7543,10.5275,10.5242,9.8351,10.9332,9.85,10.2285,10.6511,11.2266,10.2735,10.8578,11.1055,10.6176,10.1742,10.781,10.2538,10.4669,10.098,10.6049,10.2729,10.5894,8.8832,10.3575,10.156,10.9897,9.8364,10.2276,10.8195,10.2791,10.3477,9.0007,10.6767,10.6532,10.3783,10.7905,10.4121,10.5158,11.1686,10.2955,10.0405,10.5807,10.0434,10.859,10.9891,10.7177,9.8221,10.9248,8.5473,9.9971,10.4533,9.5196,10.6255,10.4021,11.3285,10.8268,10.3764,11.446,11.0817,11.1627,11.2915,11.0002,10.896,10.8708,10.3088,9.6227
MKI67,7.8458,7.2645,9.7633,4.2909,7.9517,8.1603,5.8082,8.909,8.9412,5.3842,5.532,8.6528,7.5134,6.6355,9.1911,8.2365,4.7759,9.1983,8.6571,5.7754,5.2562,5.789,7.203,8.828,11.8897,8.0578,6.8106,6.979,7.669,6.5984,8.226,7.2467,9.1599,7.5278,5.4835,5.5887,5.6801,10.3736,7.704,8.4223,7.0655,4.8684,8.0756,8.9893,6.5382,7.5627,7.7646,8.4217,6.4788,5.7265,5.2327,8.9709,5.7458,6.9798,6.3057,8.7847,7.2996,7.0632,6.6071,6.5837,7.4313,4.5848,7.501,6.1963,6.7248,6.4976,5.8622,8.2715,7.1583,8.7382,8.7255,8.2705,8.018,9.0684,9.5135,5.8701,6.8443,11.0971,7.1746,8.493,7.2642,6.7425,7.44,8.661,6.161,7.2896,7.4807,6.6747,7.6838,9.2584,6.5557,6.1124,9.5085,7.0059,8.3219,8.3,7.1065,8.0325,8.3857,7.0699,6.8639,6.7628,6.9449,8.6648,8.0792,7.577,9.1656,6.3603,8.263,4.6835,8.1499,7.5347,7.5594,9.9998
MUC4,4.3878,3.6479,4.1289,3.4836,8.8117,4.7951,3.8304,7.4855,4.2058,3.8421,3.894,3.5871,3.6643,4.3132,3.8614,4.8064,2.1912,8.398,6.9939,4.7949,4.0241,1.3767,3.2973,7.2282,7.5292,5.1074,2.9366,4.0902,7.2239,3.8306,4.0213,4.1664,4.3127,4.3881,2.2053,2.7022,4.4727,8.4548,2.6545,4.9075,4.8076,2.8446,3.1546,5.9151,5.0403,2.5786,4.1671,6.0071,3.4742,1.4199,3.4811,6.1128,2.186,3.1779,4.3266,9.4593,5.4474,4.1602,4.6931,5.1961,9.3237,3.726,4.3604,4.8318,4.5032,1.553,3.2811,4.9016,6.1731,6.0825,5.8822,5.0004,3.1835,6.8645,0.8865,7.9101,1.8125,6.3958,2.2805,6.2474,3.8144,5.9604,4.329,8.6659,6.2657,3.8052,2.8588,2.485,5.8584,2.6487,1.0244,4.1669,4.1551,5.6807,4.616,5.1422,1.3717,3.1453,6.2996,3.7658,6.7205,2.8355,3.5475,3.4285,4.0298,2.5286,5.4336,5.0924,6.9319,4.1264,2.7015,2.1425,3.0385,3.1894
MYCBP2,11.3126,13.2954,12.3739,10.9496,10.5442,11.3884,12.5443,11.7604,11.482,12.7637,9.8523,11.7299,11.7715,11.7867,10.7817,10.7126,12.5321,11.9999,11.6028,12.1165,12.7971,12.7031,12.0547,10.4832,11.5241,11.5931,12.4399,11.334,11.7092,12.1225,10.708,11.611,10.7123,11.0978,13.4076,11.9373,12.2501,11.4817,10.5258,11.6339,11.5842,12.7281,12.3131,12.7449,10.8114,12.6027,12.0088,11.3928,12.7006,10.922,13.4447,11.3402,11.4034,12.3613,12.1086,11.8656,11.5063,12.5794,11.9164,11.8774,12.4761,10.1444,11.9546,11.4622,11.0535,12.625,11.3926,12.3381,11.4643,11.3607,12.0539,11.3887,11.2902,11.1802,11.905,11.8014,12.9545,11.9893,10.913,11.4417,11.1651,11.6508,11.6933,11.7408,10.8299,12.4495,12.4585,11.5973,11.6194,12.0814,11.2255,11.4877,11.524,12.1619,11.4884,11.7278,11.8178,12.4328,11.3384,12.46,11.2249,12.3061,13.0557,12.1116,11.7153,12.8269,11.263,12.0917,12.1452,12.8471,12.7903,12.7449,11.4764,12.1813
MYH9,15.0037,14.7845,14.6746,15.2333,15.0873,15.1198,14.5881,14.8207,15.391,14.1592,14.7883,15.2007,14.7718,15.4194,14.8712,15.7029,14.5503,14.8229,14.7623,14.8727,14.9977,13.7305,14.9891,15.1996,15.1395,15.2814,14.6114,14.4182,14.3878,15.1011,15.2435,15.1977,14.8944,14.5108,14.0195,14.8743,14.3046,14.9456,15.5142,14.654,14.9462,14.2475,14.9019,14.5524,15.4664,14.7223,14.8972,15.0259,14.8694,14.1479,14.1427,15.0457,14.697,15.0933,14.6543,15.0299,14.9896,15.4376,15.4225,15.2643,15.0144,14.4094,14.9862,14.9179,14.8747,14.6553,14.5395,14.8457,15.0423,15.3122,13.9295,15.3975,14.4077,15.0945,13.9432,14.9456,14.5595,15.0824,15.1178,14.0798,15.7334,14.9559,14.8839,14.9917,14.973,15.4014,15.1755,15.0343,14.8324,15.0013,12.8792,15.2725,14.8615,14.6035,14.5391,15.2277,13.8156,14.6588,15.3838,14.1142,14.9542,14.6042,14.521,15.4371,14.7877,14.8828,15.0881,15.0142,15.2801,14.5526,15.0785,14.6496,15.1208,14.3104
MYO16,7.0957,8.6382,6.7089,7.2249,3.9666,2.7392,7.3573,3.9865,4.4116,8.444,5.3848,6.5746,5.7054,3.775,4.6646,3.4191,8.269,3.4478,2.9829,5.0041,8.2815,8.0643,6.4183,4.3887,2.819,5.7424,6.886,6.5632,5.6444,6.2429,3.8729,5.941,6.7015,4.5853,8.0192,6.536,7.5734,1.8135,5.117,3.2348,4.4717,7.938,5.1439,6.5316,6.8531,6.8812,5.309,2.7482,6.9397,5.0373,7.322,3.1956,5.2584,6.7047,4.9605,3.1749,3.8443,6.2369,3.4955,4.9491,6.7864,4.8279,6.1167,3.5741,1.9298,7.1943,4.6288,6.8592,5.8081,3.9573,4.0329,5.455,4.1018,2.3496,4.8793,4.0575,8.1713,4.1195,5.3323,4.6892,2.8021,1.9043,4.6476,5.9414,2.1472,6.6997,7.075,4.6387,4.1358,5.8822,1.3512,4.4836,4.3187,8.5283,5.259,4.9682,4.8993,6.5893,3.1927,6.3556,3.4676,6.3035,8.3946,5.2546,3.9297,7.8095,5.0019,6.0711,7.2552,8.0679,7.4155,6.8537,6.3015,5.6361
NCOR1,10.8589,11.4095,11.1224,9.8522,11.5835,11.7151,11.7926,11.8112,11.7207,11.3327,10.0197,11.801,11.8821,11.9407,11.2432,11.4834,10.9821,12.0599,12.0729,11.8599,11.3899,11.4513,11.537,10.5678,11.7362,11.3281,11.8792,10.4454,11.5586,11.787,11.2156,11.4216,10.4617,10.9986,11.5989,11.2296,11.2568,11.7476,10.2482,12.2559,11.7067,11.3604,11.791,11.8552,11.1626,11.4691,11.8707,11.7629,11.5251,10.3606,11.3255,11.8097,11.1008,11.3067,11.8903,11.7441,11.2421,11.4274,11.967,11.9116,11.6242,10.5315,11.864,11.9533,11.6613,11.32,11.5412,11.5239,11.2379,11.5631,11.7774,11.3973,11.37,11.5951,11.8526,11.8295,11.3234,11.6067,11.2582,11.0646,11.3719,12.1184,11.6255,11.8064,11.432,11.4499,11.4018,11.547,11.9112,11.7002,11.9222,12.0481,11.6983,11.4077,11.0625,11.7756,11.2276,11.7794,11.5512,11.6824,11.6674,11.7662,11.4556,11.6921,11.7862,11.4073,11.3835,12.083,11.555,11.1551,11.4684,11.4638,11.4148,11.7313
NEB,4.0375,3.5219,4.9733,2.5344,3.1671,4.8771,4.4248,6.4983,4.8015,3.9148,3.6345,4.6322,4.8831,4.7548,3.8993,5.1864,3.7145,4.8784,5.1509,5.3308,3.1877,3.9422,4.8029,3.8818,5.1964,4.4542,4.9884,3.1533,5.9078,5.0621,4.9616,4.5344,3.9558,3.4214,3.8722,4.1058,4.3081,5.8925,3.7045,4.8793,5.2311,3.9713,4.3331,5.8773,3.1662,3.183,5.1899,5.9026,4.2326,4.5621,4.7563,4.4393,4.8186,2.8602,5.1965,4.6248,4.282,4.9143,5.6267,4.423,4.0554,4.4621,4.6508,6.34,5.3484,3.4157,4.6568,3.8593,3.737,4.511,5.1243,4.2998,5.1441,5.2114,5.2768,5.4943,4.0801,5.4489,4.099,3.9465,2.5495,5.7062,4.7121,4.819,3.2218,3.9499,4.0008,4.7165,5.6764,4.8698,19.343,4.0827,4.7043,3.1831,4.3978,4.0529,5.4551,4.7433,4.7139,4.8205,4.9178,4.1382,4.2728,4.5659,4.8082,3.895,4.4115,5.7089,2.9772,3.0645,4.6085,4.0542,3.4884,4.2075
NF1,10.3323,11.0118,10.9831,9.5724,10.5523,11.7253,11.4689,11.7414,11.3599,11.0674,9.7991,11.2232,11.4223,11.7361,10.6323,11.1253,10.2977,12.0391,11.7091,11.706,10.898,11.3449,11.1832,10.4047,11.8207,11.0269,11.6597,9.9295,11.7818,11.4542,10.7053,11.0789,9.8673,10.4104,11.5257,10.9585,11.097,11.3257,10.0934,11.7225,11.7974,11.3414,11.5892,11.7227,10.2667,11.0943,11.8025,11.5738,11.6367,11.1992,11.1724,11.4646,10.6707,11.1205,11.9449,11.882,11.1719,11.1561,11.6661,11.6711,11.4947,9.9447,11.5442,11.5572,11.2113,11.1716,11.2897,11.3009,10.9872,11.2785,12.2856,11.0726,11.1939,11.6106,12.0929,11.8159,11.312,11.5177,10.9473,11.0488,10.7351,11.9117,11.7041,11.6554,11.1265,11.1151,10.9085,11.3668,11.672,11.1648,11.0399,11.5679,11.6541,11.2135,11.0363,11.203,11.7263,11.8327,11.1524,11.8756,11.3293,11.3279,10.9654,11.5418,11.6704,11.085,11.298,11.8294,11.2385,10.3822,11.1718,11.1526,11.0636,11.9
NIPBL,10.3774,11.1989,10.9177,9.7078,10.5579,11.8422,11.5471,12.049,11.44,11.39,9.8968,11.4986,11.6355,11.6209,11.0153,11.2006,10.901,11.9782,11.7765,11.8488,11.0276,11.3767,11.1381,10.3533,11.4445,11.2906,11.7245,10.4656,11.3509,11.4392,10.809,11.2255,10.1371,10.9182,11.4764,11.2458,11.2814,11.1572,10.3352,11.621,11.7233,11.3103,11.5504,11.7635,10.4631,11.2841,11.7752,11.7249,11.6522,10.8154,11.3957,11.3214,10.6686,11.2307,11.7972,11.5424,11.2915,11.2954,11.7554,11.7336,11.5262,10.2732,11.6818,11.6788,11.107,11.1523,11.3858,11.2198,11.1918,11.3615,12.1511,11.2757,11.2069,11.5254,12.0367,11.8621,11.1698,11.5145,10.9646,11.2291,10.9804,11.86,11.6723,11.1552,11.1211,11.2008,11.0863,11.387,11.5803,11.4184,10.789,11.6043,11.5118,11.2845,11.0875,11.4494,11.6735,11.7746,11.2918,11.6,11.4324,11.339,11.1367,11.5209,11.5474,11.187,10.999,11.7526,11.1435,11.0667,11.2418,11.134,11.061,11.7284
NOTCH2,12.2886,13.4626,13.3606,11.7186,12.0955,12.6523,13.1152,12.8809,12.975,13.7937,10.8966,12.9049,12.7436,13.144,12.1965,12.2699,12.4039,13.2868,13.2238,12.8843,13.3268,13.4993,12.7925,11.7425,13.022,12.8331,13.4338,12.2777,13.1149,12.9427,11.9399,12.5387,12.0515,12.3356,13.4856,12.2306,12.5776,12.9326,11.3923,13.7026,12.9674,13.646,12.9119,13.6861,11.6749,13.2652,13.1642,12.8686,13.4487,12.1896,13.3769,12.8266,12.1622,13.1365,13.1282,13.0607,12.5492,13.0837,12.8406,13.1036,13.1124,11.1205,12.9695,13.1461,12.6346,13.1674,12.7465,12.7781,12.3245,12.6785,13.3098,12.5485,12.4552,12.8849,13.3392,13.1953,13.2817,12.534,12.309,12.467,12.4332,13.1126,13.1081,13.25,12.5026,12.7418,13.1985,12.6733,13.2879,12.9379,10.5807,13.0539,13.0754,13.0505,12.3282,12.7481,12.9575,13.1896,12.5967,13.2588,12.5927,13.0287,13.632,12.9198,12.9629,13.4125,12.9103,13.0109,13.0022,12.9266,13.7127,13.1881,12.8007,13.15
OBSCN,8.9862,6.7591,6.4185,6.9799,9.5805,10.8711,9.8428,10.0882,10.5531,6.3473,10.2385,10.1909,10.271,10.7936,9.303,10.5794,6.4483,10.5092,10.5017,10.0489,7.303,8.0499,9.4997,10.1413,10.0609,10.0763,10.614,6.1665,9.3929,10.3498,9.987,9.6099,9.3258,9.055,5.3724,9.7981,8.4549,9.8442,9.7521,10.3358,10.927,5.991,8.8512,9.1798,9.9697,8.4619,10.8927,10.0359,8.046,7.1388,6.433,9.5028,8.4507,8.5119,10.2312,10.1608,10.0114,10.2143,10.7646,11.0399,10.2124,9.463,10.4566,10.7794,9.9029,7.3068,10.2591,8.9705,10.2726,10.3783,9.1399,9.2835,10.1944,10.7426,9.1453,10.6617,7.5648,10.2684,9.9448,8.548,10.0613,10.6734,10.3515,10.3599,9.8006,9.1479,8.0697,9.6556,10.3094,10.4225,16.3485,10.415,10.4251,9.4469,9.1479,10.6925,7.6444,9.9095,10.3818,7.9558,10.5518,8.7786,6.4438,10.3638,10.5664,7.1882,9.17,11.4922,9.8364,5.996,6.5564,7.7672,9.4359,9.4154
PIK3CA,8.9552,10.4337,10.1505,9.0839,8.9552,9.626,10.4155,9.7899,9.644,11.0793,7.8771,10.0116,9.6919,9.7818,8.7425,9.1743,9.9665,9.9858,9.6209,10.1342,10.4809,10.752,9.8126,8.2383,9.3104,9.4829,10.1965,9.5987,9.8786,9.8696,8.6429,9.4613,8.4001,9.2329,10.9977,9.641,9.8651,9.1469,8.3294,9.7744,9.761,10.6229,10.1609,10.6908,8.6938,10.2276,9.8635,9.691,10.6585,9.0951,10.6911,9.582,8.9411,10.065,10.1447,9.7989,9.5738,9.8355,9.8242,10.0833,10.259,8.0023,9.9837,9.6127,9.4394,10.5534,9.7095,10.0258,9.495,9.4744,10.3224,9.4466,9.5299,9.3054,10.1979,9.8716,10.3963,9.6736,9.1768,9.3905,8.8534,9.9809,9.6921,9.8401,9.0516,10.1249,10.1226,10.0598,9.5897,9.7453,9.8107,9.7234,9.7324,9.951,9.4269,9.7582,10.1246,10.4182,9.3335,10.352,9.4093,9.9911,10.5039,9.8241,9.6787,10.4318,9.5487,10.4194,9.9604,10.3846,10.478,10.152,9.452,10.1263
PIK3R1,12.0002,12.2159,11.8829,11.4569,12.3897,14.0194,12.5694,13.9339,12.5841,11.7881,11.8409,12.7691,12.5326,13.0958,12.9322,13.0905,13.139,13.1627,13.6823,12.9074,11.4953,12.446,12.5276,12.2374,12.7778,13.0724,13.0537,11.0936,14.0439,12.9745,12.5795,12.7896,12.0025,12.2775,13.034,13.3409,13.0052,12.6837,11.7174,13.4084,13.9249,13.3702,13.4427,13.0651,12.403,12.6169,13.1532,13.471,13.1949,12.9087,12.7191,13.0426,12.0343,12.0346,13.8788,13.6418,12.2502,13.071,13.7861,12.8857,12.9333,12.113,12.6424,12.9805,13.048,12.5472,13.1439,12.8595,12.9673,13.2868,13.6939,13.2693,12.892,12.7493,12.7182,13.3749,13.4804,12.9867,13.0282,13.3584,12.4336,13.5546,13.5315,12.9997,13.5724,12.8388,12.62,12.3587,13.1836,12.9249,11.5991,13.5319,13.4048,13.3398,13.1243,12.8726,13.4615,13.6307,13.3872,12.8677,12.7674,12.2602,12.6577,13.0483,13.5748,12.3473,12.5859,13.8886,12.8579,12.5202,12.1903,13.2964,13.0516,12.8664
PIWIL1,0.0,0.0,0.0,0.0,0.0,0.0,0.5126,1.1297,0.0,0.0,0.0,0.5268,0.0,0.0,0.0,0.0,0.0,0.4119,0.0,0.3275,0.0,0.0,0.5064,0.5294,0.0,0.5508,0.3973,0.3095,0.4413,0.9943,0.3978,0.0,0.5694,0.0,0.0,0.0,0.0,0.6405,0.0,0.0,1.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.8616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6903,0.0,0.4132,0.0,0.3667,0.5746,0.6876,0.4896,0.0,0.0,0.57,0.0,0.0,1.2404,1.2613,0.0,1.0076,0.4954,0.0,0.0,0.0,0.0,0.0,0.6569,0.0,0.3838,0.4668,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.4214,0.6884,0.0,0.6542,0.0,0.3387,0.0,0.4928,1.1192,0.0,0.4447,0.0,0.3952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5733,1.3239,0.0
PLCE1,7.5071,8.6483,8.7937,7.8105,6.2041,8.1785,9.3906,8.063,8.6525,9.7276,7.1509,8.8084,8.1218,7.9028,8.0441,8.1427,9.1841,8.2941,8.5398,8.8645,9.3271,9.464,8.4703,7.3933,7.4702,8.5783,9.036,8.0868,8.6229,8.9114,7.4404,7.6354,7.6604,8.6151,9.0648,8.3254,8.7293,8.5738,7.7659,7.8576,8.463,8.8139,8.2135,8.6789,7.2807,9.2318,8.4643,8.2923,9.1378,7.5946,9.3281,8.1139,7.7215,9.159,8.5505,8.7764,8.7826,9.1311,8.6648,8.2804,8.271,6.7106,8.6713,8.0988,8.0894,9.1152,8.2401,8.8263,8.4321,7.9599,8.4204,8.624,8.1445,7.19,8.6768,7.8233,9.0867,8.4431,7.1392,8.3877,8.6404,8.4143,8.3456,8.4411,7.1409,8.9948,9.8895,9.1356,8.2701,7.9715,8.7136,8.306,8.2259,8.773,8.6262,8.664,8.8648,9.0016,8.5593,9.4609,7.4819,8.9159,9.4701,8.6193,8.4498,9.4918,7.6415,8.6346,8.9679,8.5133,8.8345,8.9233,8.6611,8.9512
PREX2,6.1565,9.9809,9.2113,6.5341,4.007,6.9761,9.2247,7.0921,7.3469,10.3602,3.2577,8.774,8.1569,7.7862,5.392,4.545,7.9491,7.876,7.1554,9.0802,9.9466,10.2214,9.0187,4.5059,7.2771,7.5249,8.7273,7.7185,7.8633,8.6867,5.8135,8.5217,5.1636,7.2893,9.7082,7.8486,8.1173,7.2966,6.3212,7.5489,7.4756,10.1463,9.3845,9.2123,5.7744,9.1994,8.6562,7.3466,10.0986,5.2268,10.5946,7.0589,7.6425,9.1969,8.4851,7.4559,8.3842,8.5728,8.0974,8.6795,9.3198,3.8778,8.497,7.5522,6.6804,9.8981,7.3895,8.327,7.666,7.7043,8.0387,7.1064,7.6409,6.3596,8.2489,7.3253,8.9973,7.5286,6.4185,6.6836,6.2839,7.6463,7.4961,8.4733,5.7914,9.2655,9.2952,8.4812,7.227,8.5945,8.0426,6.7394,7.9861,8.5664,7.7012,8.1631,8.7257,8.7755,7.5662,9.603,6.1682,9.2434,9.6111,8.875,7.6801,9.5688,7.4013,8.3615,9.1086,10.0373,9.4333,9.5849,7.7447,8.7357
