sample,TCGA.E9.A1N4.11,TCGA.BH.A1F2.11,TCGA.BH.A0DP.11,TCGA.BH.A0BF.11,TCGA.BH.A1FC.11,TCGA.BH.A0H9.11,TCGA.BH.A208.11,TCGA.BH.A0DI.11,TCGA.E9.A1N6.11,TCGA.A7.A13G.11,TCGA.BH.A0H7.11,TCGA.A7.A0DB.11,TCGA.BH.A0AU.11,TCGA.E9.A1RC.11,TCGA.E9.A1NE.11,TCGA.BH.A1FM.11,TCGA.BH.A203.11,TCGA.E2.A1B5.11,TCGA.BH.A1EW.11,TCGA.BH.A1EU.11,TCGA.BH.A0B3.11,TCGA.E9.A1RF.11,TCGA.E2.A1L7.11,TCGA.AC.A2FG.11,TCGA.E9.A1RI.11,TCGA.E9.A1N8.11,TCGA.BH.A0AY.11,TCGA.BH.A1F0.11,TCGA.BH.A1FR.11,TCGA.E9.A1ND.11,TCGA.E9.A1RD.11,TCGA.BH.A1FN.11,TCGA.E2.A1IO.11,TCGA.A7.A13F.11,TCGA.BH.A1EV.11,TCGA.BH.A1ES.11,TCGA.E2.A15I.11,TCGA.BH.A0DH.11,TCGA.BH.A0BC.11,TCGA.A7.A13E.11,TCGA.BH.A0BA.11,TCGA.BH.A0DK.11,TCGA.BH.A0E0.11,TCGA.BH.A0B2.11,TCGA.BH.A0BV.11,TCGA.BH.A0DG.11,TCGA.AC.A23H.11,TCGA.E2.A1IF.11,TCGA.BH.A209.11,TCGA.E9.A1R7.11,TCGA.E2.A1LB.11,TCGA.BH.A1FH.11,TCGA.BH.A1FJ.11,TCGA.BH.A0HK.11,TCGA.BH.A0BM.11,TCGA.BH.A0E1.11,TCGA.BH.A1FE.11,TCGA.A7.A0DC.11,TCGA.BH.A0BJ.11,TCGA.BH.A1F5.11,TCGA.BH.A1EO.11,TCGA.AC.A2FM.11,TCGA.A7.A0D9.11,TCGA.AC.A2FB.11,TCGA.E2.A1LS.11,TCGA.BH.A0BT.11,TCGA.BH.A0C0.11,TCGA.E2.A1BC.11,TCGA.BH.A0C3.11,TCGA.BH.A204.11,TCGA.E9.A1NF.11,TCGA.BH.A1EN.11,TCGA.BH.A0DZ.11,TCGA.E9.A1N5.11,TCGA.A7.A0CE.11,TCGA.BH.A1FG.11,TCGA.AC.A2FF.11,TCGA.BH.A0B8.11,TCGA.BH.A0AZ.11,TCGA.BH.A0DQ.11,TCGA.BH.A1FB.11,TCGA.E9.A1RH.11,TCGA.A7.A0CH.11,TCGA.BH.A1F8.11,TCGA.E9.A1NA.11,TCGA.E2.A1LI.11,TCGA.BH.A1FD.11,TCGA.BH.A1F6.11,TCGA.BH.A1ET.11,TCGA.E2.A1II.11,TCGA.BH.A0HA.11,TCGA.E2.A15K.11,TCGA.BH.A1EY.11,TCGA.BH.A0BZ.11,TCGA.E9.A1NG.11,TCGA.BH.A0DV.11,TCGA.BH.A0BS.11,TCGA.E9.A1RB.11
ARID1B,0.605145333333333,0.605566666666667,0.605038666666667,0.609108,0.622157333333333,0.619386666666667,0.654385333333333,0.597048,0.611368,0.634265333333333,0.617424,0.641833333333333,0.605370666666667,0.6864,0.589653333333333,0.603466666666667,0.627772,0.608929333333333,0.617581333333333,0.610416,0.607910666666667,0.690836,0.60324,0.615777333333333,0.635726666666667,0.619718666666667,0.626773333333333,0.622344,0.618174666666667,0.616618666666667,0.619738666666667,0.604882666666667,0.619456,0.622404,0.618188,0.618490666666667,0.624797333333333,0.627033333333333,0.606158666666667,0.629405333333333,0.620386666666667,0.603886666666667,0.610178666666667,0.619936,0.602522666666667,0.617766666666667,0.671494666666667,0.602682666666667,0.687821333333333,0.63108,0.596594666666667,0.611082666666667,0.602505333333333,0.618168,0.597825333333333,0.607689333333333,0.598837333333333,0.617308,0.609729333333333,0.600438666666667,0.647633333333333,0.601425333333333,0.642142666666667,0.630501333333333,0.687312,0.594081333333333,0.617901333333333,0.634846666666667,0.593901333333333,0.682810666666667,0.649729333333333,0.628016,0.611741333333333,0.599005333333333,0.625662666666667,0.600737333333333,0.606472,0.625941333333333,0.596093333333333,0.602457333333333,0.597950666666667,0.638662666666667,0.633097333333333,0.615148,0.610338666666667,0.624465333333333,0.607244,0.621809333333333,0.619030666666667,0.607534666666667,0.602329333333333,0.61058,0.610021333333333,0.629546666666667,0.628293333333333,0.577286666666667,0.611053333333333,0.674889333333333
ASPM,0.0273,0.0297181818181818,0.0377090909090909,0.0460090909090909,0.0298181818181818,0.0393545454545455,0.0891909090909091,0.0338727272727273,0.0275909090909091,0.0340363636363636,0.0408,0.0434181818181818,0.0381545454545455,0.1019,0.0269181818181818,0.0298181818181818,0.0357818181818182,0.0326727272727273,0.0349636363636364,0.0460181818181818,0.0353454545454545,0.113818181818182,0.0267272727272727,0.0298636363636364,0.0395818181818182,0.0285363636363636,0.0343363636363636,0.0402545454545455,0.0286727272727273,0.0260454545454545,0.0362727272727273,0.0286,0.0293636363636364,0.0338272727272727,0.0408727272727273,0.0420363636363636,0.0400181818181818,0.0465818181818182,0.0345818181818182,0.0361545454545455,0.0365818181818182,0.0371090909090909,0.0365545454545455,0.0391818181818182,0.0383181818181818,0.0418909090909091,0.111154545454545,0.0262363636363636,0.102909090909091,0.0308272727272727,0.0269181818181818,0.0279363636363636,0.0314454545454545,0.0358818181818182,0.0394818181818182,0.0328272727272727,0.0284636363636364,0.0323909090909091,0.0409636363636364,0.0352818181818182,0.0359181818181818,0.0320363636363636,0.0350636363636364,0.0348,0.0891727272727273,0.0330181818181818,0.0343818181818182,0.0325818181818182,0.0467636363636364,0.103790909090909,0.0454818181818182,0.0293454545454545,0.0376727272727273,0.0273363636363636,0.0296818181818182,0.0276,0.0339545454545455,0.0362,0.0358181818181818,0.0375545454545455,0.0283272727272727,0.0413363636363636,0.0348454545454545,0.0321909090909091,0.0262090909090909,0.0327181818181818,0.0324,0.0331454545454545,0.0398909090909091,0.0260636363636364,0.0358818181818182,0.0496454545454545,0.0337727272727273,0.0375,0.0314818181818182,0.0512909090909091,0.0393636363636364,0.0920909090909091
ASXL3,0.04006,0.02518,0.05552,0.03562,0.06012,0.02936,0.07024,0.03412,0.03574,0.0209,0.04088,0.02936,0.03364,0.0509,0.02858,0.02534,0.04164,0.02744,0.0396,0.03164,0.0385,0.06066,0.03522,0.03908,0.03072,0.03016,0.03872,0.05034,0.0353,0.04276,0.03374,0.02688,0.0305,0.02884,0.03002,0.03088,0.0283,0.08402,0.02824,0.02448,0.04942,0.0567,0.03212,0.02932,0.04078,0.02928,0.05478,0.03532,0.0686,0.03156,0.03456,0.02726,0.04236,0.02954,0.03568,0.04462,0.03014,0.03332,0.03398,0.04058,0.03058,0.02916,0.02474,0.03436,0.04988,0.03004,0.0386,0.0237,0.04176,0.0491,0.03328,0.04964,0.04924,0.03968,0.03246,0.03084,0.04426,0.02712,0.0305,0.02754,0.03852,0.05592,0.05106,0.0462,0.03992,0.04184,0.02982,0.03552,0.03254,0.03344,0.0293,0.03548,0.03278,0.0433,0.02902,0.03922,0.04736,0.0557
ATM,0.8232,0.878414285714286,0.871528571428571,0.8575,0.888228571428571,0.875371428571429,0.844614285714286,0.757714285714286,0.886271428571429,0.916842857142857,0.869357142857143,0.923128571428571,0.837671428571429,0.929928571428571,0.842114285714286,0.874528571428571,0.873528571428571,0.876371428571429,0.892957142857143,0.876928571428571,0.904742857142857,0.9216,0.8551,0.845585714285714,0.876057142857143,0.902085714285714,0.903228571428571,0.905585714285714,0.896228571428571,0.901014285714286,0.896042857142857,0.856471428571429,0.907142857142857,0.914214285714286,0.892114285714286,0.865728571428571,0.905014285714286,0.876542857142857,0.863828571428571,0.919314285714286,0.8661,0.880685714285714,0.873214285714286,0.876485714285714,0.845585714285714,0.886714285714286,0.926242857142857,0.849457142857143,0.918328571428571,0.907185714285714,0.839171428571429,0.890642857142857,0.889785714285714,0.897471428571429,0.845971428571429,0.8129,0.841971428571429,0.909442857142857,0.866857142857143,0.8838,0.924585714285714,0.870728571428571,0.912914285714286,0.8786,0.932657142857143,0.872371428571429,0.854342857142857,0.917185714285714,0.801057142857143,0.935457142857143,0.897371428571429,0.914242857142857,0.873457142857143,0.813428571428572,0.894514285714286,0.867214285714286,0.849785714285714,0.916914285714286,0.866128571428571,0.874271428571429,0.861071428571429,0.895842857142857,0.914857142857143,0.8669,0.905257142857143,0.873514285714286,0.889757142857143,0.897371428571429,0.896642857142857,0.869357142857143,0.826171428571429,0.8809,0.884871428571429,0.915442857142857,0.901557142857143,0.815742857142857,0.860642857142857,0.914328571428571
ATRX,0.42126,0.42609,0.54546,0.43021,0.39468,0.41751,0.56251,0.49211,0.42566,0.38771,0.48313,0.44772,0.47599,0.54537,0.40319,0.39088,0.47837,0.47679,0.42535,0.48323,0.50118,0.54994,0.40146,0.41065,0.39978,0.41133,0.51194,0.46931,0.41687,0.39439,0.39834,0.40319,0.44335,0.45614,0.47097,0.49186,0.45987,0.45379,0.46359,0.45266,0.47781,0.50559,0.47946,0.46099,0.50018,0.45908,0.5366,0.39789,0.51491,0.41642,0.41231,0.40754,0.4122,0.4923,0.46228,0.49072,0.40879,0.51045,0.52193,0.40401,0.46126,0.46444,0.46377,0.41656,0.54508,0.45141,0.48391,0.44731,0.44243,0.49379,0.4093,0.44612,0.5053,0.42135,0.51823,0.40832,0.42149,0.43966,0.43237,0.50961,0.39474,0.44924,0.53415,0.39621,0.40152,0.39197,0.40647,0.39634,0.43773,0.4138,0.4613,0.43363,0.43309,0.46715,0.38714,0.43123,0.449,0.49542
BIRC6,0.05507,0.06741,0.05858,0.06909,0.06936,0.0866,0.07714,0.04388,0.05981,0.07827,0.05942,0.0863,0.06142,0.10529,0.05568,0.0601,0.07499,0.06123,0.06173,0.08069,0.06264,0.11164,0.05743,0.06809,0.08221,0.07519,0.06347,0.07583,0.0652,0.06464,0.07192,0.05636,0.07954,0.06749,0.07336,0.0645,0.0948,0.06006,0.05788,0.06821,0.05791,0.05384,0.0562,0.06226,0.05818,0.06694,0.09861,0.06271,0.10718,0.07453,0.05918,0.06205,0.06752,0.05818,0.06932,0.05212,0.05641,0.06203,0.05559,0.05468,0.08449,0.07466,0.07631,0.07066,0.09686,0.05617,0.06175,0.0805,0.05775,0.10683,0.08127,0.07377,0.06899,0.05576,0.06362,0.06097,0.06666,0.07861,0.05465,0.06051,0.05793,0.08676,0.06916,0.07248,0.06414,0.06224,0.06256,0.07324,0.07105,0.05957,0.0512,0.06889,0.06896,0.07648,0.0756,0.05493,0.06781,0.09833
BRCA1,0.912,0.888875,0.882375,0.8763,0.9079,0.815225,0.9109,0.9032,0.928525,0.91605,0.87545,0.858675,0.9103,0.92445,0.88975,0.9024,0.920625,0.8984,0.894025,0.891575,0.8527,0.906125,0.89595,0.927625,0.87055,0.918425,0.90005,0.91395,0.88245,0.9216,0.898875,0.925425,0.9098,0.9096,0.902525,0.8872,0.877875,0.893025,0.883375,0.88195,0.881925,0.872975,0.8719,0.856275,0.845575,0.9059,0.90735,0.920825,0.89655,0.905925,0.901025,0.905225,0.89375,0.8797,0.8536,0.8637,0.909275,0.8824,0.8754,0.909925,0.906725,0.922475,0.889075,0.926725,0.890775,0.887875,0.89805,0.89875,0.871775,0.899275,0.899,0.902,0.873925,0.91325,0.91185,0.9102,0.892625,0.862725,0.9022,0.8696,0.91815,0.900875,0.88695,0.8869,0.8986,0.9052,0.888675,0.89075,0.8954,0.906625,0.90605,0.8583,0.886375,0.914275,0.882575,0.835525,0.88885,0.9101
BRCA2,0.231353333333333,0.224126666666667,0.231246666666667,0.216566666666667,0.220873333333333,0.231006666666667,0.269013333333333,0.236386666666667,0.21712,0.22298,0.23942,0.219786666666667,0.23554,0.274446666666667,0.218766666666667,0.2182,0.236493333333333,0.21532,0.25336,0.2349,0.22338,0.27728,0.218366666666667,0.244713333333333,0.23444,0.225786666666667,0.218026666666667,0.228853333333333,0.212026666666667,0.211113333333333,0.217726666666667,0.22276,0.2333,0.238073333333333,0.222273333333333,0.220626666666667,0.244533333333333,0.220406666666667,0.222733333333333,0.223213333333333,0.21214,0.23332,0.21828,0.229973333333333,0.222933333333333,0.229186666666667,0.27594,0.21736,0.27388,0.223413333333333,0.222926666666667,0.214666666666667,0.232993333333333,0.221313333333333,0.21734,0.22948,0.22356,0.263846666666667,0.218853333333333,0.2385,0.22546,0.224333333333333,0.21894,0.24386,0.279213333333333,0.219606666666667,0.224006666666667,0.226786666666667,0.228533333333333,0.280873333333333,0.245333333333333,0.224286666666667,0.226193333333333,0.220613333333333,0.222406666666667,0.217006666666667,0.224306666666667,0.227493333333333,0.222693333333333,0.227633333333333,0.214346666666667,0.242666666666667,0.23598,0.23202,0.22168,0.210486666666667,0.227233333333333,0.2143,0.233973333333333,0.21464,0.217553333333333,0.219873333333333,0.228626666666667,0.233006666666667,0.212006666666667,0.22252,0.223206666666667,0.261406666666667
CACNA1A,0.573138461538461,0.573079487179487,0.629146153846154,0.577510256410256,0.577287179487179,0.584658974358974,0.619015384615385,0.590605128205128,0.606125641025641,0.574120512820513,0.603530769230769,0.585541025641026,0.574110256410256,0.633817948717949,0.550148717948718,0.594779487179487,0.594310256410256,0.562435897435897,0.605884615384615,0.635966666666667,0.6071,0.641182051282051,0.570694871794872,0.549205128205128,0.572146153846154,0.55095641025641,0.592448717948718,0.580725641025641,0.574266666666667,0.560853846153846,0.560776923076923,0.54805641025641,0.542025641025641,0.560525641025641,0.593030769230769,0.545825641025641,0.571020512820513,0.591558974358974,0.600841025641026,0.582869230769231,0.567441025641026,0.596474358974359,0.557002564102564,0.585141025641026,0.596169230769231,0.61074358974359,0.64534358974359,0.561097435897436,0.637371794871795,0.56868717948718,0.574317948717949,0.562887179487179,0.579166666666667,0.596871794871795,0.548207692307692,0.572715384615385,0.571987179487179,0.569189743589744,0.597402564102564,0.583861538461538,0.582084615384615,0.614387179487179,0.599782051282051,0.589410256410256,0.621558974358974,0.5757,0.582189743589744,0.579135897435897,0.578525641025641,0.611417948717949,0.581584615384615,0.581033333333333,0.581533333333333,0.585861538461538,0.585112820512821,0.56858717948718,0.547705128205128,0.566151282051282,0.555866666666667,0.587958974358974,0.586679487179487,0.561279487179487,0.588438461538462,0.585076923076923,0.596310256410256,0.580810256410256,0.565405128205128,0.561823076923077,0.579169230769231,0.543853846153846,0.589402564102564,0.560097435897436,0.583735897435897,0.575761538461538,0.556028205128205,0.569630769230769,0.597641025641026,0.614441025641026
CACNA1D,0.566582857142857,0.540928571428571,0.57392,0.539891428571429,0.5257,0.534997142857143,0.599382857142857,0.596337142857143,0.547631428571429,0.514471428571429,0.562428571428571,0.542865714285714,0.564337142857143,0.585757142857143,0.537737142857143,0.541668571428571,0.558545714285714,0.548551428571429,0.546671428571429,0.555054285714286,0.557214285714286,0.594925714285714,0.547082857142857,0.564977142857143,0.524911428571429,0.526917142857143,0.541062857142857,0.54682,0.543851428571429,0.543605714285714,0.53016,0.531397142857143,0.535225714285714,0.548674285714286,0.544648571428571,0.5605,0.538182857142857,0.551948571428571,0.556708571428571,0.529308571428571,0.55492,0.565931428571429,0.548488571428571,0.555708571428571,0.549088571428571,0.561262857142857,0.590905714285714,0.55758,0.606214285714286,0.532437142857143,0.559985714285714,0.541657142857143,0.535777142857143,0.548402857142857,0.541254285714286,0.579265714285714,0.545148571428571,0.557762857142857,0.552345714285714,0.560237142857143,0.543602857142857,0.55384,0.538431428571429,0.554445714285714,0.580965714285714,0.5468,0.561397142857143,0.54068,0.546737142857143,0.588974285714286,0.536322857142857,0.535357142857143,0.557731428571429,0.560302857142857,0.56504,0.538877142857143,0.538682857142857,0.52268,0.559254285714286,0.555388571428571,0.552174285714286,0.538562857142857,0.547114285714286,0.5459,0.537288571428571,0.552928571428571,0.52048,0.528151428571429,0.545954285714286,0.541051428571429,0.549731428571429,0.527011428571429,0.54672,0.553822857142857,0.52986,0.535008571428571,0.54754,0.592574285714286
CASP8,0.38334375,0.40510625,0.426575,0.408475,0.37285625,0.41680625,0.467325,0.3705125,0.37669375,0.4063125,0.40506875,0.39320625,0.39670625,0.49140625,0.387375,0.4101125,0.42296875,0.3804375,0.40214375,0.42846875,0.42036875,0.50573125,0.37160625,0.39141875,0.394425,0.3864125,0.40594375,0.4054625,0.38156875,0.36611875,0.3751875,0.38358125,0.3859625,0.39843125,0.403875,0.40091875,0.4157,0.40728125,0.40515625,0.38131875,0.39436875,0.4113875,0.4000125,0.40754375,0.40818125,0.40985625,0.50205625,0.37673125,0.48989375,0.38304375,0.3694,0.38291875,0.39316875,0.396625,0.3980875,0.39044375,0.392625,0.41399375,0.42263125,0.406425,0.38030625,0.39514375,0.3662125,0.41070625,0.49568125,0.41025,0.41061875,0.3973625,0.3906875,0.4925125,0.3882,0.388975,0.40666875,0.37161875,0.40211875,0.401375,0.39115,0.40058125,0.39890625,0.412175,0.39163125,0.40360625,0.406775,0.4016875,0.39665625,0.35335,0.3992125,0.39348125,0.4036625,0.38185625,0.39445625,0.382625,0.40065625,0.391875,0.37573125,0.39421875,0.4084875,0.47531875
CBFB,0.26289375,0.2676125,0.28161875,0.2859125,0.26156875,0.2547625,0.29325625,0.2522375,0.26133125,0.26344375,0.2722875,0.25326875,0.2752375,0.2923625,0.2602375,0.2672,0.28980625,0.2674,0.2804625,0.2940625,0.269475,0.28770625,0.25488125,0.27585625,0.263975,0.26379375,0.2719375,0.2814125,0.2647625,0.243325,0.25790625,0.2634375,0.246675,0.26889375,0.28145,0.280275,0.28078125,0.27940625,0.27036875,0.25814375,0.26863125,0.26844375,0.273825,0.2596875,0.260025,0.28009375,0.31366875,0.263075,0.29130625,0.25644375,0.24739375,0.26218125,0.26290625,0.2679375,0.2776625,0.25966875,0.26749375,0.27515625,0.2734375,0.27245,0.25879375,0.270875,0.23695,0.2806625,0.2916625,0.27325625,0.2704625,0.2542375,0.27078125,0.28995,0.25819375,0.2592,0.27441875,0.255925,0.2668125,0.27404375,0.2648625,0.26245625,0.2716625,0.26983125,0.271475,0.27210625,0.262475,0.2674,0.263525,0.24260625,0.265225,0.267625,0.2735,0.2616625,0.2753125,0.2737,0.259475,0.27323125,0.2612625,0.28480625,0.27771875,0.2904875
CDH1,0.355222222222222,0.332038888888889,0.337866666666667,0.3461,0.384638888888889,0.337266666666667,0.39195,0.336161111111111,0.358216666666667,0.328355555555556,0.351194444444444,0.354116666666667,0.334905555555556,0.398166666666667,0.34215,0.3448,0.374783333333333,0.346588888888889,0.362694444444444,0.352627777777778,0.360927777777778,0.400922222222222,0.350616666666667,0.351277777777778,0.355894444444444,0.34135,0.36435,0.380022222222222,0.365594444444444,0.353211111111111,0.344444444444444,0.359761111111111,0.341794444444444,0.352383333333333,0.357772222222222,0.335111111111111,0.312961111111111,0.360783333333333,0.348111111111111,0.358861111111111,0.361555555555556,0.347422222222222,0.331211111111111,0.354322222222222,0.337083333333333,0.356655555555556,0.402016666666667,0.346955555555556,0.425038888888889,0.359555555555556,0.353766666666667,0.34555,0.360783333333333,0.354716666666667,0.334144444444444,0.340227777777778,0.342577777777778,0.353577777777778,0.349633333333333,0.3485,0.362705555555556,0.355394444444444,0.354144444444444,0.363377777777778,0.396888888888889,0.341922222222222,0.357127777777778,0.325527777777778,0.337066666666667,0.40135,0.362111111111111,0.360872222222222,0.35485,0.350861111111111,0.35845,0.335755555555556,0.372566666666667,0.336761111111111,0.328416666666667,0.344027777777778,0.347972222222222,0.345005555555556,0.378594444444444,0.361427777777778,0.367438888888889,0.398238888888889,0.353077777777778,0.353738888888889,0.349255555555556,0.357727777777778,0.337883333333333,0.348377777777778,0.364133333333333,0.366688888888889,0.347466666666667,0.316816666666667,0.362122222222222,0.398922222222222
CENPE,0.20719375,0.20993125,0.20151875,0.20314375,0.2047875,0.20005,0.250575,0.20801875,0.2077875,0.20005,0.20508125,0.2072875,0.21354375,0.25543125,0.19963125,0.2013875,0.217625,0.20613125,0.20798125,0.21904375,0.2039125,0.24378125,0.20389375,0.21191875,0.2076625,0.20343125,0.20520625,0.21371875,0.20495625,0.20185625,0.21145,0.20525625,0.2092625,0.2096875,0.211575,0.21244375,0.2090125,0.20359375,0.2048625,0.2040125,0.19865625,0.20669375,0.2033,0.20494375,0.194375,0.21150625,0.25273125,0.2051125,0.24411875,0.20331875,0.207375,0.20170625,0.2042625,0.19966875,0.19983125,0.20104375,0.2059125,0.20341875,0.20223125,0.20311875,0.21055625,0.20790625,0.200875,0.21679375,0.24844375,0.20334375,0.2059125,0.2092875,0.1988875,0.24525,0.20571875,0.2062,0.20324375,0.2099875,0.207025,0.2075875,0.20573125,0.2076625,0.2092375,0.204225,0.2085375,0.20945,0.20335625,0.20086875,0.2094375,0.2076875,0.20343125,0.2049875,0.20975625,0.20650625,0.20786875,0.20878125,0.205475,0.2161375,0.20111875,0.1993125,0.207925,0.24595625
CEP350,0.249992857142857,0.244714285714286,0.2336,0.258292857142857,0.246671428571429,0.256714285714286,0.312778571428571,0.2466,0.25715,0.265478571428571,0.249264285714286,0.261157142857143,0.250078571428571,0.325257142857143,0.245385714285714,0.244757142857143,0.276621428571429,0.252992857142857,0.270628571428571,0.291542857142857,0.256757142857143,0.332707142857143,0.236307142857143,0.258371428571429,0.265242857142857,0.25235,0.243942857142857,0.269364285714286,0.260135714285714,0.24025,0.249014285714286,0.2358,0.254142857142857,0.261257142857143,0.255885714285714,0.256135714285714,0.268614285714286,0.256171428571429,0.2493,0.245107142857143,0.238028571428571,0.249707142857143,0.248178571428571,0.250271428571429,0.245557142857143,0.266428571428571,0.33575,0.250142857142857,0.332514285714286,0.253107142857143,0.251607142857143,0.249242857142857,0.260514285714286,0.250242857142857,0.2511,0.244128571428571,0.252828571428571,0.245857142857143,0.254192857142857,0.249342857142857,0.250007142857143,0.25685,0.235721428571429,0.2656,0.3085,0.256021428571429,0.240185714285714,0.259078571428571,0.252507142857143,0.324435714285714,0.263271428571429,0.258571428571429,0.241128571428571,0.250507142857143,0.250814285714286,0.243764285714286,0.250464285714286,0.2494,0.24465,0.239807142857143,0.250171428571429,0.276157142857143,0.250392857142857,0.253728571428571,0.254614285714286,0.2522,0.259628571428571,0.252342857142857,0.256264285714286,0.239514285714286,0.246764285714286,0.25165,0.2656,0.263471428571429,0.252164285714286,0.241821428571429,0.25605,0.311914285714286
CHD4,0.196178571428571,0.197335714285714,0.212128571428571,0.211142857142857,0.214592857142857,0.196364285714286,0.2542,0.187171428571429,0.20015,0.211985714285714,0.207242857142857,0.209771428571429,0.203828571428571,0.271292857142857,0.19355,0.199507142857143,0.212921428571429,0.2039,0.216535714285714,0.206107142857143,0.211714285714286,0.281121428571429,0.2048,0.200742857142857,0.212457142857143,0.207935714285714,0.206992857142857,0.220107142857143,0.208807142857143,0.2089,0.203592857142857,0.2022,0.207642857142857,0.204664285714286,0.215642857142857,0.197985714285714,0.211542857142857,0.2054,0.197728571428571,0.22595,0.203564285714286,0.212157142857143,0.192957142857143,0.202642857142857,0.205857142857143,0.20535,0.267842857142857,0.1964,0.276642857142857,0.207171428571429,0.191757142857143,0.199964285714286,0.196414285714286,0.200935714285714,0.19185,0.195057142857143,0.200328571428571,0.218992857142857,0.197278571428571,0.222521428571429,0.218692857142857,0.197871428571429,0.199657142857143,0.207785714285714,0.267457142857143,0.198264285714286,0.192,0.199921428571429,0.201957142857143,0.271635714285714,0.2067,0.215585714285714,0.206907142857143,0.191442857142857,0.210957142857143,0.195721428571429,0.203442857142857,0.207485714285714,0.193878571428571,0.203271428571429,0.204157142857143,0.210214285714286,0.217428571428571,0.203942857142857,0.207521428571429,0.217907142857143,0.202421428571429,0.208078571428571,0.21045,0.197435714285714,0.193078571428571,0.210985714285714,0.215028571428571,0.2216,0.201971428571429,0.204335714285714,0.205978571428571,0.265228571428571
CHD7,0.468305555555556,0.480752777777778,0.520138888888889,0.509847222222222,0.507591666666667,0.530822222222222,0.55595,0.4846,0.493513888888889,0.526588888888889,0.528488888888889,0.552411111111111,0.491736111111111,0.606641666666667,0.480863888888889,0.486683333333333,0.522338888888889,0.498972222222222,0.521008333333333,0.515452777777778,0.524661111111111,0.600713888888889,0.454361111111111,0.502597222222222,0.512713888888889,0.514111111111111,0.531944444444444,0.541238888888889,0.504688888888889,0.507661111111111,0.5238,0.472791666666667,0.502388888888889,0.513358333333333,0.502069444444444,0.518627777777778,0.540305555555556,0.507127777777778,0.498402777777778,0.524708333333333,0.509091666666667,0.522194444444444,0.523205555555556,0.5046,0.496583333333333,0.515966666666667,0.588677777777778,0.479083333333333,0.610266666666667,0.535422222222222,0.477861111111111,0.505177777777778,0.485663888888889,0.520402777777778,0.485525,0.499747222222222,0.490688888888889,0.515322222222222,0.503238888888889,0.510038888888889,0.548433333333333,0.490938888888889,0.536072222222222,0.526588888888889,0.596244444444444,0.498741666666667,0.511894444444444,0.515494444444444,0.486530555555556,0.611313888888889,0.547211111111111,0.510925,0.51585,0.478380555555556,0.497088888888889,0.490958333333333,0.498166666666667,0.537336111111111,0.497919444444444,0.493597222222222,0.497230555555556,0.528594444444444,0.536697222222222,0.502933333333333,0.501611111111111,0.493994444444444,0.501858333333333,0.508225,0.520127777777778,0.502702777777778,0.486316666666667,0.507519444444444,0.501419444444444,0.531902777777778,0.529122222222222,0.488858333333333,0.521252777777778,0.587702777777778
COL14A1,0.421157894736842,0.378126315789474,0.423078947368421,0.367705263157895,0.409668421052632,0.334594736842105,0.457647368421053,0.478605263157895,0.413510526315789,0.364257894736842,0.437784210526316,0.368415789473684,0.418794736842105,0.420421052631579,0.372694736842105,0.363757894736842,0.415736842105263,0.388463157894737,0.452257894736842,0.386157894736842,0.3919,0.421,0.399,0.438215789473684,0.407826315789474,0.381263157894737,0.3808,0.388178947368421,0.406205263157895,0.410810526315789,0.384289473684211,0.375257894736842,0.387363157894737,0.406752631578947,0.378084210526316,0.438347368421053,0.359384210526316,0.382805263157895,0.422863157894737,0.374221052631579,0.400036842105263,0.384778947368421,0.379057894736842,0.408184210526316,0.403447368421053,0.428110526315789,0.459284210526316,0.416878947368421,0.486294736842105,0.384578947368421,0.429536842105263,0.380689473684211,0.390978947368421,0.403668421052632,0.373852631578947,0.472247368421053,0.419621052631579,0.408963157894737,0.411305263157895,0.430026315789474,0.381042105263158,0.406026315789474,0.366578947368421,0.397731578947368,0.414463157894737,0.372778947368421,0.426321052631579,0.340121052631579,0.415436842105263,0.426078947368421,0.375747368421053,0.468578947368421,0.415421052631579,0.434268421052632,0.423584210526316,0.377436842105263,0.407063157894737,0.357747368421053,0.378852631578947,0.394073684210526,0.415626315789474,0.381236842105263,0.413126315789474,0.398668421052632,0.392889473684211,0.427252631578947,0.380394736842105,0.385394736842105,0.404463157894737,0.402736842105263,0.406226315789474,0.366821052631579,0.407468421052632,0.422773684210526,0.376884210526316,0.360878947368421,0.430694736842105,0.422278947368421
